date,remittance,exchange_rate,oil_price,dofe_departures
2000-08-01,2445.9,72.55000000000001,,
2000-09-01,2849.899999999999,72.55000000000001,,
2000-10-01,6156.6,73.25,,
2000-11-01,3918.300000000001,74.05000000000001,,
2000-12-01,3859.7000000000007,74.30000000000001,,
2001-01-01,23154.199999999997,74.30000000000001,,
2001-02-01,4006.0000000000036,74.0,,
2001-03-01,4060.5999999999985,74.0,,
2001-04-01,4206.899999999998,74.5,,
2001-05-01,3811.2000000000044,74.75,,
2001-06-01,2383.4000000000015,74.75,,
2001-07-01,5593.800000000003,75.025,,
2001-08-01,-44262.00000000001,75.025,,
2001-09-01,3456.4,75.725,,
2001-10-01,6741.299999999999,76.475,,
2001-11-01,4042.7000000000007,76.475,,
2001-12-01,4049.0,76.475,,
2002-01-01,25162.1,76.675,,
2002-02-01,3671.5,77.425,,
2002-03-01,3817.0,77.675,,
